msisdn,tower_id,up_bytes,down_bytes,data_type,ip_address,website_url,event_datetime
7898447784539,904,187161,663004,image,89.104.97.244,http://jordan.com/,2024-01-02 00:01:27.844241
8921528539733,1773,357768,683777,audio,84.246.206.199,http://medina-lawson.com/,2024-01-02 00:03:17.571148
2801807363097,1635,613527,727344,image,177.83.215.224,https://www.phillips.net/,2024-01-02 00:16:08.978954
8573014783557,535,347295,106377,audio,42.10.165.137,https://foster.biz/,2024-01-02 00:13:22.089913
2787872321424,1085,588678,973897,video,192.99.198.105,https://www.jenkins.net/,2024-01-02 00:01:37.497243
8478097557432,1314,921809,663575,audio,182.181.234.98,http://oliver.com/,2024-01-02 00:11:57.596014
3359298759091,1127,733982,364376,text,169.194.130.183,https://barker-sheppard.com/,2024-01-02 00:11:06.801055
5511498931180,1695,273707,999288,text,204.35.11.69,https://hale.com/,2024-01-02 00:15:25.381651
9845125662479,541,399942,507453,audio,25.191.243.73,http://burke-garcia.com/,2024-01-02 00:16:37.314543
9035387351730,1022,404880,783784,application,22.71.157.99,https://www.bryant-thompson.com/,2024-01-02 00:06:48.932862
4329355520026,14,260837,936455,video,158.79.90.69,https://payne.org/,2024-01-02 00:16:22.090581
2789776380760,1779,330739,246635,video,187.37.179.95,http://www.johnston.com/,2024-01-02 00:05:47.083178
8701288354493,1615,545369,829899,audio,203.107.131.75,http://buck.com/,2024-01-02 00:09:29.629834
1474035667457,1851,894433,102435,application,95.199.131.185,http://www.hall.com/,2024-01-02 00:09:30.112023
5281876512433,336,969037,120549,text,130.234.135.96,http://scott.net/,2024-01-02 00:03:17.838059
1512367065578,1787,779422,270498,video,54.161.241.78,https://www.tanner.biz/,2024-01-02 00:08:57.117639
0630047439301,77,305752,133119,audio,215.46.140.72,https://butler-black.net/,2024-01-02 00:04:28.179909
5158240307086,922,505988,687137,application,195.210.1.224,https://www.cooke-long.com/,2024-01-02 00:16:47.846770
6029403241950,1567,206697,914842,image,152.88.131.13,https://www.holmes.net/,2024-01-02 00:04:04.071951
0171565405228,2000,625813,897946,audio,24.242.80.177,http://www.williams-frank.info/,2024-01-02 00:16:36.874100
2036458828316,1489,399969,834180,text,204.196.148.198,http://martinez.com/,2024-01-02 00:03:23.927708
9982076712388,67,308707,145816,text,56.227.15.250,https://www.wright.com/,2024-01-02 00:09:57.837397
8958646961989,33,981350,215805,video,136.184.181.213,https://ferguson.biz/,2024-01-02 00:07:51.469754
1163905865461,1874,773543,480209,image,186.136.26.102,https://brown-rodriguez.com/,2024-01-02 00:10:04.788474
5020912195066,260,468340,812396,video,213.252.229.240,https://donovan.com/,2024-01-02 00:12:55.724967
1535406753890,1877,399331,821737,image,195.225.127.32,http://dawson-sanchez.com/,2024-01-02 00:09:41.865537
3452959918795,1788,841870,661891,video,223.214.131.51,https://stokes.com/,2024-01-02 00:15:37.599930
0541686528052,988,923970,150512,audio,144.215.194.177,https://kirby.biz/,2024-01-02 00:15:59.021959
1005185749867,1858,757824,293406,audio,30.8.218.99,https://www.brewer.org/,2024-01-02 00:09:18.955498
7679633302684,895,984694,112307,video,206.52.150.40,https://www.burke-swanson.com/,2024-01-02 00:06:53.648731
2819417696542,583,157091,852035,application,212.221.34.157,https://www.burnett-jones.com/,2024-01-02 00:13:47.740262
2520283743973,1179,509751,508116,application,17.222.24.235,http://www.rice.com/,2024-01-02 00:04:02.365090
4146709642698,1298,990253,727284,application,169.19.228.149,http://www.dixon.com/,2024-01-02 00:14:22.445760
9244705525254,499,417347,568313,image,128.82.208.8,https://www.king-ball.net/,2024-01-02 00:12:17.315959
0105545782942,356,624457,336618,video,21.101.133.242,https://smith.biz/,2024-01-02 00:08:45.117743
1523339248184,991,981897,135102,text,139.243.33.0,http://www.myers.com/,2024-01-02 00:09:28.548309
5754456662711,1978,495593,256903,application,56.94.209.137,http://davis.com/,2024-01-02 00:01:52.247402
8932462810953,1572,101025,234304,audio,40.174.73.177,https://www.harrison.com/,2024-01-02 00:04:56.443793
3284868740182,16,608765,986564,application,186.152.174.182,http://mueller.org/,2024-01-02 00:02:25.595512
3763225805059,490,561322,378351,image,200.169.31.62,https://mendoza.com/,2024-01-02 00:14:57.919301
7098371622811,500,477672,436374,text,48.144.148.88,https://brown.net/,2024-01-02 00:14:32.436567
4278498126504,757,622553,276758,text,207.107.97.177,https://obrien.com/,2024-01-02 00:12:02.134654
5393510403662,628,278413,589521,text,177.70.134.73,http://www.flores.com/,2024-01-02 00:01:42.749618
9522598333142,363,812200,145525,video,118.120.70.94,https://fuentes.com/,2024-01-02 00:01:57.638263
1333919640994,1718,785486,932363,image,18.178.116.130,http://howard-downs.com/,2024-01-02 00:07:32.663640
1198882630587,938,548308,659314,image,180.251.212.140,https://gregory.com/,2024-01-02 00:12:33.357130
5602230294930,253,912164,460673,text,100.42.65.196,https://allen-underwood.com/,2024-01-02 00:01:57.510663
6425919719846,444,733682,574076,video,107.25.200.188,https://price-miller.org/,2024-01-02 00:03:32.731718
6262161041358,800,521655,664223,text,170.77.252.153,http://patton.info/,2024-01-02 00:13:22.812161
9832345963349,1986,471034,820453,audio,170.167.50.191,http://vasquez-martinez.info/,2024-01-02 00:01:50.666495
8953498937126,526,873128,849839,text,95.189.62.187,https://morales.com/,2024-01-02 00:04:23.314659
7168900111957,1581,720002,567519,audio,129.29.85.137,http://www.hall.net/,2024-01-02 00:11:36.112316
9410949073252,1019,715173,914805,image,200.121.5.120,https://www.cox.org/,2024-01-02 00:13:30.777142
6616112187286,800,316938,702778,application,217.7.55.71,https://www.west-riggs.net/,2024-01-02 00:00:36.498257
8315066432326,733,422014,159461,image,84.160.92.211,http://www.mcknight.com/,2024-01-02 00:02:17.826380
3841396198341,146,423371,999803,text,17.216.164.200,https://www.holden.com/,2024-01-02 00:08:27.016059
5110447995340,590,416170,562541,audio,200.152.191.217,http://www.martin.com/,2024-01-02 00:14:08.695752
2387679911700,813,195250,941135,image,147.149.249.36,https://roach.com/,2024-01-02 00:10:44.218077
2430451545946,1408,347449,129859,text,86.124.177.8,http://www.ward-savage.com/,2024-01-02 00:07:15.958140
3994456470595,1222,350348,562466,text,7.105.43.106,http://www.conway-kelly.com/,2024-01-02 00:05:31.167434
6555557348359,7,510805,260189,audio,216.225.22.8,https://www.thomas-moore.net/,2024-01-02 00:02:49.322125
8282384860372,1461,828841,637905,image,174.243.106.88,http://west-fisher.com/,2024-01-02 00:15:33.906995
4165004534305,237,566053,952660,application,80.11.24.149,https://vaughn.com/,2024-01-02 00:06:10.924700
9045637066745,693,811750,403134,application,111.234.251.199,https://howe-decker.net/,2024-01-02 00:14:08.208691
5031802626378,424,469797,736827,video,215.9.54.95,https://www.thomas.com/,2024-01-02 00:14:35.856072
8083302747278,1084,170005,492122,text,223.24.160.25,http://haas-long.info/,2024-01-02 00:04:46.084700
3134073485058,787,629125,505188,application,200.64.125.231,https://www.patel.com/,2024-01-02 00:01:08.849588
0651444887249,1050,706056,485012,text,145.229.205.204,http://www.contreras.net/,2024-01-02 00:06:42.546548
2572794381701,778,832224,552580,application,13.59.39.176,https://castaneda.info/,2024-01-02 00:15:09.264503
5869956468202,1072,363037,589817,video,89.133.36.180,http://www.bennett-matthews.biz/,2024-01-02 00:06:52.095837
3654815704798,1833,990651,252713,audio,197.101.192.30,http://www.ward.com/,2024-01-02 00:12:22.699855
3206417616094,1565,940073,178227,text,81.48.128.133,http://branch.org/,2024-01-02 00:08:00.091053
4603381342909,317,915244,823604,application,52.167.13.98,https://joseph.biz/,2024-01-02 00:00:42.638854
7111249705276,87,251911,795711,video,18.1.179.86,https://www.jones.com/,2024-01-02 00:15:23.263264
1431396500298,1864,943800,734937,audio,4.249.224.93,https://www.munoz.net/,2024-01-02 00:02:33.865435
2006040975702,246,384109,402029,application,208.176.18.125,https://www.king.com/,2024-01-02 00:12:11.929593
0717155250514,103,602994,397976,video,129.205.156.241,https://lee.com/,2024-01-02 00:02:28.100167
0121869869914,146,632927,540429,image,193.197.235.108,http://johnson.com/,2024-01-02 00:14:24.785836
3985643427033,1030,714313,663650,application,143.210.234.132,http://smith-stewart.net/,2024-01-02 00:17:08.365757
4916283365220,1328,253076,181811,image,198.72.20.102,https://www.miles.org/,2024-01-02 00:04:03.262407
6571691714960,268,307315,315547,text,186.221.216.210,https://www.strickland.com/,2024-01-02 00:02:42.185202
4238275723644,1520,481183,320728,text,58.61.76.83,https://www.hoffman.com/,2024-01-02 00:13:39.768971
1297485924501,359,536962,893890,text,29.229.57.20,http://robertson.com/,2024-01-02 00:14:09.260441
4206258860068,1182,872581,541566,image,193.87.116.124,https://www.butler.com/,2024-01-02 00:07:49.682445
2001561956285,700,378276,573793,application,54.156.135.166,http://www.chavez.org/,2024-01-02 00:16:53.460655
1232924113299,443,544449,791399,text,223.88.78.130,http://www.rose.com/,2024-01-02 00:16:57.302452
9530424897972,705,393481,264299,audio,218.212.222.248,https://www.mckay.com/,2024-01-02 00:00:54.518484
2908318293911,757,281455,985680,text,204.75.247.119,https://johnson.org/,2024-01-02 00:00:52.004940
9942471687291,1089,216607,996812,application,214.27.15.9,https://www.colon.org/,2024-01-02 00:12:15.191483
2699146260763,947,867963,494178,text,139.225.161.164,https://www.whitney.com/,2024-01-02 00:13:14.425586
9823201539887,1346,678305,523779,image,28.86.160.231,https://jenkins.info/,2024-01-02 00:12:46.360713
3366470119589,558,392456,904675,image,179.28.218.88,https://martinez.com/,2024-01-02 00:04:14.007106
1978174010987,1370,116189,268934,image,31.197.104.251,https://leonard.com/,2024-01-02 00:02:32.384835
8314717291238,1225,448933,255967,video,137.18.55.22,http://chavez.com/,2024-01-02 00:01:39.560601
0964821604161,1361,752419,760133,video,166.110.19.98,http://jensen.biz/,2024-01-02 00:11:56.368475
1030406073553,1396,201060,275150,audio,212.99.3.73,https://pittman.net/,2024-01-02 00:05:35.442563
1652271731745,816,532212,752414,audio,159.238.225.237,http://www.lambert.biz/,2024-01-02 00:17:08.420300
1312748689744,701,360461,761236,text,161.196.24.185,https://carlson.com/,2024-01-02 00:04:56.386257
2959586643192,1106,407237,767408,video,121.225.103.213,https://www.pitts.info/,2024-01-02 00:11:10.583581
7290998313248,940,967521,101835,text,35.96.5.70,http://tucker.net/,2024-01-02 00:15:26.066251
5558308309771,1462,334921,951832,image,210.117.14.78,https://eaton-garcia.info/,2024-01-02 00:02:43.266097
7940032687049,339,895868,552672,text,210.27.137.29,https://www.kent.com/,2024-01-02 00:02:17.370949
1865956062121,386,108809,313480,application,50.97.61.116,http://www.jenkins.com/,2024-01-02 00:10:29.387344
6633160673017,1941,431491,920644,audio,193.190.237.173,https://www.dunn-baker.org/,2024-01-02 00:15:58.552811
9350495729233,276,236506,219578,image,180.139.234.84,https://www.novak-gill.org/,2024-01-02 00:07:25.983426
1665967694742,1870,596081,252384,video,7.141.33.185,http://www.mills.info/,2024-01-02 00:12:37.512191
8660535701665,1059,305131,587313,audio,200.245.252.49,http://www.johnson.com/,2024-01-02 00:05:19.197697
8488334714386,852,265016,136235,image,133.117.12.58,http://howard-holland.info/,2024-01-02 00:03:28.276038
5154758274289,1221,648209,592643,video,179.40.80.135,http://www.marks.info/,2024-01-02 00:12:21.751801
3736576889168,577,330950,430312,text,142.209.58.29,https://hess-moran.com/,2024-01-02 00:01:47.299778
5346178071716,126,172883,259539,audio,135.75.108.79,http://www.day.info/,2024-01-02 00:14:32.635385
4581358278271,1073,418984,944830,image,169.119.177.232,http://www.cook.com/,2024-01-02 00:05:24.083174
7830188033227,467,938781,625022,image,163.28.205.90,http://www.jones-perez.com/,2024-01-02 00:02:13.349509
7226669875387,1733,327686,410164,text,220.68.5.63,https://www.deleon-murray.biz/,2024-01-02 00:15:43.912420
3652869128716,1275,229729,445061,audio,133.210.10.61,https://www.buck.net/,2024-01-02 00:15:58.317480
3464981701642,1686,363003,590660,image,160.31.223.146,https://www.murphy.com/,2024-01-02 00:14:17.532791
7603908773768,146,499763,468820,video,188.53.166.128,https://blevins.org/,2024-01-02 00:14:13.127946
3899912835127,1501,686989,629730,text,154.229.156.64,https://brown.com/,2024-01-02 00:08:58.914356
4608053500817,1972,699416,218978,application,178.146.185.206,https://www.burns.com/,2024-01-02 00:12:27.700668
5497551220895,1045,107104,627252,image,68.7.223.81,https://www.smith.net/,2024-01-02 00:07:14.490588
3277916033305,1664,335176,574779,image,45.189.26.150,http://www.patel.info/,2024-01-02 00:11:50.676354
8615781721173,1123,221929,248977,image,166.237.224.248,https://gillespie.com/,2024-01-02 00:13:04.081850
4016675786411,289,174237,314120,audio,78.242.15.236,https://www.rivas-rogers.com/,2024-01-02 00:07:47.696873
1765013501472,186,229282,672441,application,102.170.71.175,http://hernandez.com/,2024-01-02 00:06:47.309063
2249933269113,1854,651646,845162,application,56.113.97.203,https://www.joseph.info/,2024-01-02 00:13:07.530789
4021766278279,1586,644906,935375,video,194.212.189.240,https://todd.com/,2024-01-02 00:11:39.390560
5327101572379,588,331290,209048,application,81.75.110.168,https://jones-kramer.biz/,2024-01-02 00:04:28.394286
9834559967855,1936,174383,717000,image,46.250.222.53,https://www.smith-boyd.com/,2024-01-02 00:09:03.339458
2855958566369,1751,853222,409283,image,163.76.202.223,http://parker.com/,2024-01-02 00:06:07.164924
5101999136584,703,160070,257943,application,186.89.133.2,https://www.moss-lopez.com/,2024-01-02 00:14:43.658432
1299662771273,404,571703,633105,application,123.56.245.151,http://knight.com/,2024-01-02 00:01:15.533971
7635744375683,1076,623558,517578,application,47.226.14.79,http://hutchinson.com/,2024-01-02 00:17:08.787143
6186821927622,1443,925765,196219,audio,197.2.3.46,http://williams-wilson.org/,2024-01-02 00:11:07.832197
4559069498554,1762,779828,703684,application,140.196.70.253,http://www.walker-woods.com/,2024-01-02 00:01:12.806869
3642443831482,1629,511636,831887,image,29.245.230.58,https://www.hancock.net/,2024-01-02 00:02:24.059472
7921119284658,263,620038,151377,video,74.246.62.223,http://www.wilson-daniel.com/,2024-01-02 00:13:48.410652
4547294835482,182,734504,404381,image,167.120.88.248,https://www.curtis-wells.com/,2024-01-02 00:04:28.552834
5893491331218,1032,126368,210444,application,203.153.252.211,https://martin-campbell.com/,2024-01-02 00:10:47.255718
3565504692171,1469,242181,708653,text,206.22.19.169,http://www.farley.org/,2024-01-02 00:16:47.587595
5185947672355,1881,384745,700970,video,213.21.85.213,http://www.miller.net/,2024-01-02 00:04:52.671260
7916411677838,155,760704,120534,image,190.186.147.228,https://hall.com/,2024-01-02 00:13:50.677213
3958465489399,1061,729236,165026,application,151.21.254.164,http://www.nelson.net/,2024-01-02 00:05:35.941784
7467290559937,572,137003,836464,text,112.237.44.20,https://www.martinez.com/,2024-01-02 00:15:29.742567
7892601176876,576,507974,944158,text,187.234.93.8,https://www.walter.com/,2024-01-02 00:13:58.001376
5870207203899,746,597403,421639,audio,210.26.108.77,http://patterson-rodriguez.com/,2024-01-02 00:05:31.201366
9339472141029,1068,817860,638988,audio,197.157.229.82,https://shelton.com/,2024-01-02 00:04:59.506385
8489067490822,280,519246,872606,image,45.116.205.137,https://pace.com/,2024-01-02 00:05:44.568585
8352729808177,146,341421,518273,audio,131.65.203.163,https://maxwell.com/,2024-01-02 00:08:02.511921
4256654138644,1605,237649,942532,video,133.32.37.234,http://hicks-massey.biz/,2024-01-02 00:03:19.996030
1576402788630,482,706280,655792,application,9.216.247.39,https://finley-wells.net/,2024-01-02 00:12:11.758165
6961141240659,726,552775,554440,application,201.125.23.171,http://www.chapman-davis.com/,2024-01-02 00:02:45.736604
2628466453003,566,380385,643077,video,190.106.161.93,http://pope.org/,2024-01-02 00:12:38.639748
0814950340879,1191,931347,380444,application,43.100.189.248,http://ewing.net/,2024-01-02 00:09:34.428309
7081005537346,1820,672320,235921,video,109.190.70.120,http://www.morales.biz/,2024-01-02 00:15:20.227612
4150294411262,1950,352165,599006,text,96.156.99.199,https://mcpherson.com/,2024-01-02 00:01:38.949932
3567847564015,1623,309903,225820,image,211.99.138.180,http://www.rivera-knox.biz/,2024-01-02 00:04:28.317742
9308190828883,1064,112662,887065,image,157.67.188.32,https://lewis.com/,2024-01-02 00:02:40.073750
0522844624872,1369,833225,582980,audio,139.157.147.255,https://www.osborne.com/,2024-01-02 00:03:10.022824
2917507994576,1668,890659,770643,text,49.0.142.102,http://smith.com/,2024-01-02 00:15:38.732570
1961875809106,1708,392012,947876,image,188.246.35.66,http://hall.biz/,2024-01-02 00:02:57.135153
5469377753661,883,972960,537290,video,11.105.47.153,http://valentine.com/,2024-01-02 00:11:33.433343
1952447706768,742,280006,589860,text,137.200.125.135,http://rogers.net/,2024-01-02 00:01:36.795674
8913019034746,1530,502189,953501,audio,84.255.54.182,http://kline.biz/,2024-01-02 00:05:38.529147
9262515107772,867,646608,973309,image,154.7.60.185,https://sanders.com/,2024-01-02 00:04:30.660276
1606214182154,412,758611,243265,application,206.251.237.55,https://www.king-ball.net/,2024-01-02 00:09:08.692209
9414452628591,439,268871,180705,audio,199.180.178.0,http://www.newton-blackburn.net/,2024-01-02 00:16:22.167278
5100436346755,1486,224379,640412,text,195.4.223.62,http://www.davenport.com/,2024-01-02 00:16:29.695037
7954965516166,1959,356407,476229,text,196.85.77.12,http://reese-lane.com/,2024-01-02 00:01:59.549079
9083640233614,1198,825001,259906,text,28.56.4.108,http://levine.com/,2024-01-02 00:04:52.507283
8180369194864,262,670974,454170,video,143.30.15.152,https://wright.info/,2024-01-02 00:03:03.720218
1735695006428,1951,390141,519568,audio,202.150.115.129,https://www.marsh-meyer.info/,2024-01-02 00:02:17.257821
3080101983840,1596,974659,461746,video,185.248.0.223,https://www.dennis.com/,2024-01-02 00:15:14.941028
4088554601168,1638,941314,703637,image,217.82.188.170,http://www.white-martinez.com/,2024-01-02 00:07:01.427813
6695035953602,959,802390,890927,application,179.67.26.71,https://www.miller.com/,2024-01-02 00:15:09.760556
7930631926333,1138,661599,501773,image,200.101.63.163,http://macias.info/,2024-01-02 00:04:47.940099
7471810239465,1441,655252,492738,application,85.161.18.128,https://www.rivera.net/,2024-01-02 00:08:16.877531
9010623705832,953,213460,414277,text,87.46.5.181,https://finley-wells.net/,2024-01-02 00:07:53.141289
0145358008172,1227,915824,227662,audio,188.77.251.177,https://combs.com/,2024-01-02 00:12:23.509717
3122618927416,137,777509,737690,image,193.96.128.139,http://www.mullins.biz/,2024-01-02 00:01:50.891222
4365608750154,1713,220017,434967,image,215.126.4.106,http://www.nguyen.biz/,2024-01-02 00:02:56.134580
5650261091025,1836,121336,327721,audio,122.41.184.17,http://www.lee-walsh.com/,2024-01-02 00:04:24.247756
7874348542250,697,759532,483521,image,202.15.188.80,https://www.barnes-howard.com/,2024-01-02 00:12:05.127815
6290503079119,1073,653135,710248,text,137.139.207.109,http://www.berry-robinson.org/,2024-01-02 00:08:43.716042
7948442383893,1811,589834,664187,image,200.253.102.103,http://www.wells-johnson.com/,2024-01-02 00:10:17.544596
6412936651725,1680,515677,693879,audio,206.32.167.253,https://www.baldwin.com/,2024-01-02 00:10:17.825506
