msisdn,tower_id,up_bytes,down_bytes,data_type,ip_address,website_url,event_datetime
6126193961766,1569,140515,178426,application,210.173.160.129,http://www.sheppard.org/,2024-01-01 06:48:20.398455
5529646755510,1459,156069,413867,audio,220.27.150.247,http://www.sanchez.biz/,2024-01-01 06:43:16.744347
4696401246332,243,498782,407491,application,209.52.105.64,http://www.carr.biz/,2024-01-01 06:56:21.651578
3189388627417,870,844204,119718,audio,54.252.17.82,http://www.oconnor.com/,2024-01-01 06:49:46.662111
7154503387351,1438,660329,628189,audio,174.0.229.201,https://schroeder-curtis.com/,2024-01-01 06:42:09.474167
5724460714896,1255,110292,687120,video,63.246.151.65,http://www.murphy-jackson.com/,2024-01-01 06:57:09.877060
7521256259357,456,326341,210957,audio,213.161.170.39,https://collins.info/,2024-01-01 06:54:42.891285
0926424796378,1201,169410,594850,audio,139.227.175.134,https://booth-newman.info/,2024-01-01 06:58:40.160415
4304697621061,1601,881030,210343,audio,194.67.70.46,https://www.hill-arellano.biz/,2024-01-01 06:45:10.101399
8070084973572,1016,483286,422615,image,203.230.156.182,http://www.roberts.org/,2024-01-01 06:57:19.276012
5261115746588,763,541044,802173,audio,37.241.196.3,http://www.taylor-lopez.net/,2024-01-01 06:57:36.641164
2665398333889,1274,144266,361525,video,98.218.232.99,https://hodge-durham.com/,2024-01-01 06:52:07.978097
5897479037241,439,248229,711494,audio,108.223.3.76,https://dunn-sharp.com/,2024-01-01 06:52:27.900823
3538558272457,271,189838,786603,application,180.108.86.126,https://www.garcia.com/,2024-01-01 06:51:45.275858
6604402572016,1515,490098,178438,video,143.183.26.197,https://chavez-bell.com/,2024-01-01 06:44:00.545694
3100516036142,952,270345,220134,audio,152.186.30.104,http://www.white.com/,2024-01-01 06:47:53.430923
5663567783667,833,525417,796043,text,84.242.170.231,https://norris-vang.biz/,2024-01-01 06:53:04.983117
9428424379100,213,633672,297593,image,142.69.118.187,http://www.hernandez.com/,2024-01-01 06:50:24.012955
5152072778527,1339,805569,252763,image,81.229.121.224,https://www.melendez-padilla.com/,2024-01-01 06:57:47.309417
2268355675491,1753,505327,721775,video,221.148.150.154,https://www.nelson.org/,2024-01-01 06:52:07.883913
1968188840684,1256,495288,756429,application,169.118.120.165,http://richardson-hubbard.biz/,2024-01-01 06:49:10.583822
0782921728049,746,389089,829542,image,216.170.98.175,https://www.lopez.com/,2024-01-01 06:58:32.902683
9372920280946,1909,320920,717241,text,158.142.8.1,http://hernandez.com/,2024-01-01 06:54:06.936190
7727360270195,820,137232,708781,video,218.136.100.164,http://mendez.info/,2024-01-01 06:45:50.324175
8532629965645,1572,154829,373601,image,155.234.206.176,https://www.harris.com/,2024-01-01 06:53:25.226425
9261725583718,1301,765736,519749,video,64.113.19.74,http://www.joseph-thompson.com/,2024-01-01 06:44:04.838366
3916236748332,1495,583346,202116,text,144.78.180.159,http://www.harris.com/,2024-01-01 06:43:24.599111
1705936394811,727,209924,332260,video,210.5.27.171,http://www.gregory.org/,2024-01-01 06:45:37.540934
2994564964021,1696,903111,196809,image,140.49.207.193,https://www.jones.biz/,2024-01-01 06:42:20.411760
2979617967908,391,308617,723017,text,57.22.58.222,http://cummings-trujillo.info/,2024-01-01 06:53:13.867459
6797759126591,990,862961,620204,audio,200.143.210.84,http://arias.com/,2024-01-01 06:42:53.662549
6680517623561,1089,436371,397308,application,50.192.104.252,https://www.vargas.com/,2024-01-01 06:46:04.768871
0864327858109,940,113797,509617,application,76.158.94.122,https://www.hatfield.com/,2024-01-01 06:49:08.795180
1017548609713,916,908045,839312,video,128.252.101.36,http://www.murphy.biz/,2024-01-01 06:52:58.004481
0627711107846,1174,484693,572818,application,185.9.126.169,https://www.walsh-wagner.org/,2024-01-01 06:48:07.861220
1326846409482,1163,417834,225764,text,195.77.67.6,http://www.beck-walker.com/,2024-01-01 06:51:13.063930
5677052579203,1064,434047,671968,text,215.64.88.30,http://www.wilson.com/,2024-01-01 06:48:55.209085
8446283104147,247,159812,942609,audio,141.151.103.18,https://kemp.com/,2024-01-01 06:50:05.809040
6028932317013,897,329672,111708,audio,215.183.13.146,https://orozco.info/,2024-01-01 06:50:51.341296
1100196031701,1376,107396,909787,audio,121.222.229.236,https://brown.com/,2024-01-01 06:57:38.460072
0717481244214,318,563297,454889,audio,162.86.56.62,https://www.ramirez.com/,2024-01-01 06:42:45.223943
7284071461512,391,929675,652803,audio,190.208.169.125,http://schroeder.com/,2024-01-01 06:44:49.003440
6798288492768,505,731573,992277,text,82.39.187.127,https://dunn.biz/,2024-01-01 06:47:10.410405
7150669917412,150,238044,463239,audio,4.208.77.197,http://perez.com/,2024-01-01 06:57:53.956097
8527881522763,314,470716,445850,audio,67.9.35.224,http://wheeler.info/,2024-01-01 06:54:40.707086
6653526425632,1982,680577,266033,application,213.134.4.195,https://www.forbes.com/,2024-01-01 06:49:15.801602
0963371371251,37,464742,130720,application,205.145.229.205,https://wilcox.info/,2024-01-01 06:52:46.209136
6985654870235,431,258329,328799,audio,132.59.200.255,http://waller.net/,2024-01-01 06:58:05.875380
7002463968232,567,331689,688969,image,17.51.153.183,https://buck.com/,2024-01-01 06:57:41.921510
5092206228299,1756,171095,945442,audio,7.205.92.91,https://taylor-coleman.com/,2024-01-01 06:46:09.057659
5094687172168,206,480313,948462,audio,221.233.249.192,http://www.richardson-white.info/,2024-01-01 06:51:11.663904
6268631270677,561,546268,370679,image,44.130.25.181,http://brown-castillo.com/,2024-01-01 06:52:59.189332
2596884172840,1716,708556,933423,image,37.174.29.176,http://www.vaughn.org/,2024-01-01 06:57:48.029996
2239987502086,936,824876,297323,audio,185.134.68.82,https://www.smith.info/,2024-01-01 06:45:28.403573
5935360901624,1179,974641,673661,application,192.191.194.183,http://grant.com/,2024-01-01 06:46:39.885936
4498367080406,1589,814952,511332,application,102.212.124.82,https://www.valentine-garcia.info/,2024-01-01 06:42:15.341348
5711560282291,683,236009,428622,audio,139.245.194.56,http://www.todd-holland.biz/,2024-01-01 06:45:58.055022
9772162828784,126,388130,129683,text,21.16.210.125,http://hunter.net/,2024-01-01 06:49:09.141560
6726073126097,494,217137,810180,application,75.216.226.239,https://www.ray.com/,2024-01-01 06:49:03.973151
5261885860144,1870,132739,679936,audio,70.93.194.29,https://www.brown.net/,2024-01-01 06:46:10.054604
1527253781103,787,779188,454988,image,99.230.183.126,https://cole.com/,2024-01-01 06:54:14.762185
2121368855955,226,159693,151382,text,29.98.60.247,http://www.moody.com/,2024-01-01 06:58:35.223206
6455757000674,758,135083,292528,image,219.96.112.113,http://spencer.com/,2024-01-01 06:43:29.410408
6664972220656,77,470315,389043,video,141.186.238.36,https://www.cooley.com/,2024-01-01 06:54:15.367251
4638736658580,788,101206,794332,image,160.52.94.177,http://www.walker.com/,2024-01-01 06:49:45.267478
0957323145271,165,313410,652028,application,132.223.4.233,http://miller.info/,2024-01-01 06:49:34.807096
4513830576343,1615,372427,460074,text,208.251.28.121,https://www.brown.com/,2024-01-01 06:54:22.623688
5746988358450,1066,437382,227737,text,208.28.40.244,http://sandoval.com/,2024-01-01 06:50:23.883370
6576835039812,1529,675510,254813,video,218.42.237.101,https://www.combs.com/,2024-01-01 06:45:13.685316
0198919989633,212,529051,939954,image,166.239.40.28,http://www.walters.com/,2024-01-01 06:46:31.520659
0802130030878,1001,443854,250555,application,138.122.205.81,http://www.stevens-rose.biz/,2024-01-01 06:57:10.627096
7754314820157,821,999441,996320,audio,137.152.229.198,http://www.wood.com/,2024-01-01 06:49:17.398800
7392388074071,831,418330,160994,application,212.189.35.248,https://www.morrow-salazar.org/,2024-01-01 06:58:32.288917
6931487322578,1677,204253,475533,application,132.198.124.169,http://wheeler-becker.info/,2024-01-01 06:42:17.025844
8616800687078,1820,470491,854380,audio,205.216.193.133,https://graham-johnson.biz/,2024-01-01 06:43:07.649503
5139148800035,1326,119621,772274,text,199.206.197.166,https://www.jackson.com/,2024-01-01 06:56:52.470132
5372128373118,1272,194239,180433,image,154.7.114.127,http://www.castillo.com/,2024-01-01 06:46:38.509824
0161467827207,15,383370,764408,application,150.72.40.171,https://www.pham.com/,2024-01-01 06:51:37.616021
2357291335492,809,261857,716104,audio,133.244.243.66,http://www.rogers.info/,2024-01-01 06:47:21.174733
5973993739268,1910,110506,588983,application,130.219.122.199,http://www.wilson.biz/,2024-01-01 06:43:25.097103
5173019290496,253,631800,765991,image,211.144.155.247,http://rangel.biz/,2024-01-01 06:43:58.583752
4534604084359,1806,103786,581340,text,1.12.178.252,https://jordan-wilson.net/,2024-01-01 06:46:34.043645
4540383971551,342,191031,716324,text,57.11.29.254,http://www.johnson-wolfe.com/,2024-01-01 06:57:50.616837
5277294746635,1569,373330,473062,text,119.128.203.34,http://lynch.com/,2024-01-01 06:58:44.341855
6974560133035,383,210040,510310,image,191.21.128.202,http://www.morgan-lynch.com/,2024-01-01 06:47:34.584517
0580099831024,1541,481549,995463,audio,87.116.68.170,https://www.mack-martinez.org/,2024-01-01 06:57:19.116383
7627085837606,1808,507831,970903,application,188.50.247.137,http://www.mcconnell-murray.com/,2024-01-01 06:55:26.746448
2946959584340,613,320521,910866,video,173.139.118.207,https://www.golden-nelson.com/,2024-01-01 06:43:56.812425
6579714236336,1555,375495,295364,text,195.68.27.220,https://www.diaz-hamilton.biz/,2024-01-01 06:50:20.115164
8178913432637,41,790891,331693,text,188.126.199.182,https://lee.info/,2024-01-01 06:48:50.908527
3560698137452,533,407482,576751,application,86.225.198.62,https://tyler.com/,2024-01-01 06:55:12.034015
1360480095792,674,901138,457161,image,64.184.136.132,https://graham-marsh.com/,2024-01-01 06:56:09.217272
6847713397018,574,970841,205433,image,172.207.170.234,http://hopkins-stephens.com/,2024-01-01 06:52:45.416033
9241970568245,749,714172,269665,image,174.90.192.249,https://anderson.com/,2024-01-01 06:47:23.474719
2386763618213,1142,740669,179214,audio,143.102.25.97,http://davis.com/,2024-01-01 06:47:18.224349
9460527041216,1330,609230,718324,image,191.237.99.238,http://www.mcdaniel-willis.com/,2024-01-01 06:44:59.781366
4364098338423,174,836825,139922,image,52.230.103.46,https://white.info/,2024-01-01 06:57:36.622551
8659614977791,1459,940911,610509,application,206.244.148.133,https://elliott.biz/,2024-01-01 06:46:32.314852
4458616068613,713,565395,396883,image,136.61.251.15,http://williams-moore.org/,2024-01-01 06:53:21.344349
5286006743433,869,960130,451231,video,160.28.108.254,https://www.thompson.net/,2024-01-01 06:53:59.362451
1668903330050,1102,617774,375060,audio,93.76.57.25,http://spencer.com/,2024-01-01 06:47:39.324372
9104963019347,227,675211,632620,video,211.11.11.50,https://www.wood-zhang.com/,2024-01-01 06:52:15.281848
8566897588679,522,588521,203381,video,162.55.145.1,http://hansen-hickman.net/,2024-01-01 06:56:27.299229
6897350302009,1571,909696,170161,audio,104.199.13.159,https://www.graves-newman.net/,2024-01-01 06:50:01.154819
4527463643566,492,239969,350712,audio,182.120.12.118,https://warren.com/,2024-01-01 06:57:58.606845
6096427747171,1043,459691,712782,video,223.127.130.123,http://www.howard.com/,2024-01-01 06:46:35.892667
8336646388776,1228,511887,539904,audio,46.141.243.61,http://hall-myers.com/,2024-01-01 06:52:15.200295
7586583709717,1931,825392,232003,audio,164.62.155.250,http://www.hernandez-santana.biz/,2024-01-01 06:54:56.384941
8492648155785,1392,414336,771926,audio,162.251.9.206,http://www.hill.com/,2024-01-01 06:46:10.831819
0451697858678,1256,681877,197002,text,204.236.114.107,http://www.crane.com/,2024-01-01 06:57:50.263895
9223074945808,495,977841,360614,audio,205.239.155.221,http://dunlap.com/,2024-01-01 06:51:07.420404
3918455113084,672,539563,892997,application,170.114.75.24,https://padilla.com/,2024-01-01 06:43:53.792049
6034447629056,519,352727,696551,image,201.114.71.60,http://bauer-christian.com/,2024-01-01 06:45:30.092646
4272206706362,1320,317446,754342,image,209.32.21.91,http://www.jones.com/,2024-01-01 06:52:35.229614
2621858804756,1438,425895,100913,image,170.136.149.138,http://www.carter.biz/,2024-01-01 06:49:25.731719
3819426565020,1789,931445,345086,text,178.220.98.94,https://www.bradley.com/,2024-01-01 06:45:14.591992
9717475431810,187,674944,374370,video,29.227.191.40,https://clarke.net/,2024-01-01 06:54:25.374900
0255663178467,109,392110,930494,video,196.73.54.42,http://snyder.net/,2024-01-01 06:49:03.953865
4730016765518,1097,471042,555313,application,201.66.74.75,http://www.dominguez.info/,2024-01-01 06:58:29.473010
3194296492632,1338,876973,245178,text,51.208.100.5,https://horton.biz/,2024-01-01 06:55:34.604514
8445995669635,974,631004,553410,application,16.129.226.240,https://www.morris.com/,2024-01-01 06:56:45.098216
5734163060909,1297,907328,264530,audio,142.226.239.150,http://www.barajas.com/,2024-01-01 06:46:27.726450
8685274022689,61,242775,112651,image,200.15.105.184,http://benson-price.info/,2024-01-01 06:43:05.144722
8483330412419,1963,116624,875194,application,104.157.107.164,https://www.price.com/,2024-01-01 06:44:07.958386
6543019032075,734,971048,903256,audio,213.240.218.220,http://www.huff.com/,2024-01-01 06:52:51.607727
3871481276527,1008,867321,671892,audio,8.242.150.162,http://www.collins.com/,2024-01-01 06:51:38.740075
7198451010883,766,565936,644386,image,209.1.96.245,http://smith.biz/,2024-01-01 06:44:16.582199
3186247495528,1403,529428,305364,text,88.188.19.168,https://www.yates.com/,2024-01-01 06:44:54.066255
7997413780759,618,561591,133334,application,201.117.67.241,https://www.larson.biz/,2024-01-01 06:49:25.858797
9221686631194,501,865656,498778,application,106.0.234.102,http://hansen-robinson.info/,2024-01-01 06:45:32.447763
5874643653325,898,967598,652863,application,215.131.248.168,https://www.rojas.com/,2024-01-01 06:51:19.852682
9705210112897,103,433256,812832,audio,173.138.37.202,https://www.allen.com/,2024-01-01 06:42:18.998393
7000005510546,1854,791884,282404,text,186.137.53.192,https://www.thomas.com/,2024-01-01 06:47:30.066743
8669374250216,1644,994865,872401,video,223.200.255.171,https://www.oliver-thomas.biz/,2024-01-01 06:53:39.225376
2265590655324,61,253895,798411,audio,124.51.126.202,https://www.weber-martinez.com/,2024-01-01 06:57:34.895540
2742092363027,1984,613166,440569,video,189.88.13.192,http://hanson.com/,2024-01-01 06:46:06.690697
9278816584275,946,616735,933063,text,28.29.158.97,https://www.bray-knight.com/,2024-01-01 06:45:41.268572
2499271928353,1554,396949,955581,text,193.177.143.85,http://mendoza.com/,2024-01-01 06:49:40.848417
2978297840984,611,661607,480142,image,151.7.239.24,http://taylor.com/,2024-01-01 06:46:19.044554
5370712784289,1283,839861,416739,video,139.202.242.165,http://www.armstrong.info/,2024-01-01 06:48:32.744999
4441352450837,1279,567483,915574,audio,11.53.170.69,http://perry.net/,2024-01-01 06:52:53.438199
6747017608797,1400,727624,473779,video,206.85.234.110,https://www.hebert.com/,2024-01-01 06:50:20.707708
8151978379523,995,829346,732645,application,121.247.133.34,http://www.green.com/,2024-01-01 06:43:36.650043
7308212906548,711,552296,620934,image,72.126.243.117,http://trujillo-coleman.com/,2024-01-01 06:49:35.963538
1603610043209,557,203211,206648,text,208.167.241.30,http://www.bradshaw.com/,2024-01-01 06:47:15.896876
3115016142507,1215,553003,369683,application,195.7.101.58,https://smith-hill.com/,2024-01-01 06:46:27.053075
8032902425714,12,235709,779780,audio,201.53.228.246,http://www.stone-fletcher.org/,2024-01-01 06:49:45.352406
1440775284247,1887,247295,385472,text,220.6.130.180,http://www.wright-johnson.info/,2024-01-01 06:52:42.127453
0766997161786,1239,723984,330143,audio,209.253.194.93,http://lynch.com/,2024-01-01 06:49:27.065925
3665744330618,1517,237438,859889,text,195.29.66.252,http://www.rowland.com/,2024-01-01 06:56:53.659455
1554276455114,370,761845,135486,audio,179.191.73.254,http://dalton.biz/,2024-01-01 06:42:40.230468
1927399714545,1692,795643,587612,image,40.58.120.92,http://www.hess.com/,2024-01-01 06:55:20.675482
8685120505892,1036,501892,767922,image,204.9.186.158,https://www.brown.com/,2024-01-01 06:48:45.067347
1550063676213,553,973467,319834,video,217.249.210.77,https://www.hurst.com/,2024-01-01 06:47:28.133731
3536326396208,1834,961393,183960,image,189.58.135.166,http://lopez.com/,2024-01-01 06:42:53.650430
1290491715627,1548,867118,335563,video,210.17.178.74,http://ray.org/,2024-01-01 06:45:18.710156
5179752279242,307,868418,543368,image,217.87.86.20,https://www.orr.com/,2024-01-01 06:58:07.067818
6863294563757,569,900071,292449,video,82.165.190.229,http://www.clark.com/,2024-01-01 06:49:30.513757
2317061964400,618,485939,415455,audio,157.12.64.60,http://jackson.com/,2024-01-01 06:43:38.460360
0154849226184,453,789218,205100,video,207.0.57.228,https://www.rogers-olson.com/,2024-01-01 06:55:07.519174
2432149195567,989,119482,234170,text,169.181.190.72,http://www.thomas-rios.net/,2024-01-01 06:44:03.191401
4853185619686,693,219348,787934,application,45.136.167.181,https://johnson.com/,2024-01-01 06:58:06.898517
2402778055249,1076,555539,800629,text,201.240.128.76,https://herrera.com/,2024-01-01 06:52:22.812527
2266007472499,485,759302,758836,image,193.63.43.78,https://contreras.com/,2024-01-01 06:46:08.555706
7091507399908,1184,894599,368469,video,2.105.81.1,http://www.turner.com/,2024-01-01 06:53:19.456107
3461765350568,97,502669,727534,video,146.202.35.163,http://morton.org/,2024-01-01 06:42:49.261292
2120072566181,86,485515,767261,video,208.167.121.41,http://www.weaver.info/,2024-01-01 06:52:29.205529
9577597364866,811,892408,502307,audio,132.117.203.222,https://wagner.org/,2024-01-01 06:49:24.682004
5822374708935,1224,339162,985088,image,185.195.234.20,http://www.chambers.com/,2024-01-01 06:48:59.451604
9611063939133,1567,803428,760317,audio,146.164.235.74,https://www.clark-stevens.com/,2024-01-01 06:49:18.625487
3847703527075,875,836860,153770,video,195.149.52.254,http://www.johnson.com/,2024-01-01 06:42:54.934221
0927781928455,1812,236036,730343,application,21.170.135.100,https://www.green.com/,2024-01-01 06:55:45.948383
2452184529038,1168,827108,957178,video,151.96.138.7,https://www.nelson.info/,2024-01-01 06:54:49.529959
2847525328409,1787,407819,410333,image,218.211.40.193,https://www.welch.com/,2024-01-01 06:46:28.307539
3666925390170,1028,763441,732390,video,211.6.44.130,https://villarreal.info/,2024-01-01 06:50:48.341671
9677474902261,1259,188935,664766,application,20.65.31.67,http://www.young.org/,2024-01-01 06:51:35.475379
4970871060899,1202,125234,234062,image,102.156.52.171,https://www.bryant.com/,2024-01-01 06:57:02.852837
9869736066478,1584,718512,823038,audio,155.206.89.170,https://www.jones.com/,2024-01-01 06:52:44.171549
9856380877583,8,398939,485713,video,156.14.217.61,http://jones.biz/,2024-01-01 06:45:20.891083
9654078851149,1164,746751,656521,image,202.184.35.236,http://anderson-walton.org/,2024-01-01 06:45:36.281457
0650955358307,488,221098,950069,text,92.254.95.143,https://www.butler-cook.com/,2024-01-01 06:50:34.715557
3483008836546,987,588056,203397,application,171.201.9.56,https://www.mitchell.com/,2024-01-01 06:48:44.204588
2498490647965,980,511098,304406,video,193.91.171.253,http://mccall-henson.com/,2024-01-01 06:54:09.615351
5526104422569,286,945828,500315,image,150.158.239.63,https://brown-dillon.com/,2024-01-01 06:50:07.799985
0241058633318,1307,115597,892030,application,155.207.16.128,https://www.peterson-tran.info/,2024-01-01 06:55:37.858589
1036988568256,480,648459,801686,audio,110.208.240.83,https://www.bailey-reynolds.com/,2024-01-01 06:48:32.792390
8412541137847,716,883192,299727,video,134.51.15.157,http://www.hoffman.com/,2024-01-01 06:45:09.750256
8676511495502,935,197019,219322,image,200.61.171.216,http://bates.info/,2024-01-01 06:52:15.001350
6373278237241,461,231339,600789,text,186.124.0.29,http://www.mccarthy.com/,2024-01-01 06:43:21.935523
8811031087098,1746,526104,570680,video,133.192.100.132,http://shannon.net/,2024-01-01 06:56:28.713988
3276326178782,1645,441156,539206,image,155.2.70.199,http://www.king-mckenzie.com/,2024-01-01 06:46:25.900778
4123965624013,1022,699549,681269,application,24.211.101.225,http://brown.com/,2024-01-01 06:51:22.648145
0861986124815,1300,946019,798831,video,210.91.96.122,http://www.white.net/,2024-01-01 06:42:52.059207
1792785839765,745,886864,485923,application,62.242.98.139,https://phillips.com/,2024-01-01 06:52:41.713434
1653040079391,1596,384919,271354,video,220.106.44.146,https://archer-santana.biz/,2024-01-01 06:54:18.518517
9238513016279,426,739167,297230,video,155.22.150.205,https://matthews-hurst.com/,2024-01-01 06:51:01.401808
0200231058058,401,826592,918687,video,6.208.31.91,http://boyer.com/,2024-01-01 06:56:10.396302
4347886649475,690,936943,376082,text,159.119.200.80,https://greene.com/,2024-01-01 06:44:30.816628
1653209420487,444,109374,220882,audio,213.131.134.178,http://www.gamble.org/,2024-01-01 06:43:57.439413
5822235085142,1487,496698,871907,video,147.82.109.224,http://turner.com/,2024-01-01 06:46:23.445970
3483008836546,1368,873268,344289,audio,99.144.204.71,http://www.kelley.com/,2024-01-01 06:54:24.704253
3082556006865,190,822395,773061,text,197.85.37.129,https://www.sanchez.com/,2024-01-01 06:43:59.341295
1015096482384,913,929294,884361,audio,36.108.209.101,http://www.johnson.com/,2024-01-01 06:51:37.872998
2935571320346,709,610295,863046,audio,204.137.159.96,http://moore.com/,2024-01-01 06:48:30.859695
4297017090852,162,141454,860639,audio,112.199.79.127,http://www.vance.com/,2024-01-01 06:55:57.637298
9356578478121,1484,999686,836527,text,110.11.176.141,https://meyer-washington.com/,2024-01-01 06:49:01.070909
6771780075808,1009,588925,695160,application,159.250.86.80,https://www.watkins.com/,2024-01-01 06:45:06.427912
3694664434368,1441,515624,366733,video,8.178.18.251,https://hall-grant.com/,2024-01-01 06:42:43.012452
2766768318091,91,280549,660418,image,130.219.54.29,http://meyer.info/,2024-01-01 06:55:34.593709
2921813670207,1000,261302,404479,video,7.4.14.34,http://www.young-hawkins.com/,2024-01-01 06:58:41.364775
7380217428225,1985,426340,791892,image,210.189.109.150,http://www.herrera-lawson.com/,2024-01-01 06:42:34.431406
1932557968069,445,883432,331692,audio,160.40.56.91,http://www.miller.com/,2024-01-01 06:57:49.575448
2091865098377,184,286150,227673,text,45.51.1.245,https://www.nelson.com/,2024-01-01 06:58:44.336289
4141370400119,1479,462226,688033,image,80.14.182.141,https://liu.com/,2024-01-01 06:58:19.972509
0942057999453,827,717308,669544,image,143.26.32.124,https://cabrera.com/,2024-01-01 06:53:34.145215
8056230705781,1825,109165,257565,audio,101.57.100.238,https://www.wheeler.info/,2024-01-01 06:55:15.200581
1115202438565,673,921054,531615,image,81.139.232.22,https://www.lee-preston.com/,2024-01-01 06:48:26.881310
6517220610831,85,892603,835219,application,71.132.9.1,http://www.dougherty.com/,2024-01-01 06:42:14.514342
9513135804575,1073,551970,367486,application,118.108.231.45,http://www.friedman-flores.com/,2024-01-01 06:48:11.885509
9084487538429,1006,881399,534195,text,48.169.41.189,https://www.osborne.info/,2024-01-01 06:50:52.379494
5165590599340,1503,303009,242767,audio,92.99.163.207,http://blackburn.com/,2024-01-01 06:55:52.561173
3276326178782,1820,373432,739530,application,203.158.252.109,https://jennings.com/,2024-01-01 06:42:39.671889
8015928163255,525,778867,758931,video,218.26.196.151,http://www.rivera.biz/,2024-01-01 06:47:21.470966
3105289243807,1591,885145,532002,image,17.121.93.34,http://chang.org/,2024-01-01 06:42:20.900862
8030588936020,317,613300,785361,image,142.7.175.220,https://french-robertson.com/,2024-01-01 06:45:54.273192
1800759757901,1557,541060,653173,text,128.233.192.237,http://dixon-hill.info/,2024-01-01 06:56:16.385135
7909111655741,152,158720,730759,video,193.129.2.83,https://www.brooks-norman.com/,2024-01-01 06:46:33.740316
6475124176157,1459,501226,827157,audio,46.43.115.8,http://www.harris-daniel.com/,2024-01-01 06:57:33.912888
0517092393872,1033,486643,985109,application,173.239.234.212,https://www.elliott.com/,2024-01-01 06:49:54.251112
6666690987382,292,564938,941631,audio,214.197.85.57,https://www.fuentes.com/,2024-01-01 06:45:34.146116
6122984165299,1391,258091,827535,image,43.66.171.237,http://www.velasquez-flores.org/,2024-01-01 06:43:09.768688
1169440790107,979,575862,197518,text,197.152.250.0,https://jones-espinoza.com/,2024-01-01 06:51:14.653074
1811955869476,242,817486,890437,application,141.171.76.45,https://www.anderson-ewing.com/,2024-01-01 06:50:17.926889
2825984517652,528,464900,123355,video,141.220.228.154,https://melton-delgado.com/,2024-01-01 06:57:31.141413
2084173628628,740,552839,560718,application,183.95.57.227,http://weber.com/,2024-01-01 06:42:29.202558
0874104120399,1054,325159,846168,application,215.109.211.76,http://www.james.com/,2024-01-01 06:54:35.390708
0314486720931,715,322978,957717,image,181.46.10.55,http://mcguire-hull.org/,2024-01-01 06:50:19.016216
9392819966296,1554,681407,957747,audio,132.208.74.64,http://www.johnson-gonzales.org/,2024-01-01 06:50:39.068733
5987025772142,1315,184699,602254,image,31.190.114.248,http://parrish-bell.biz/,2024-01-01 06:49:10.231878
9827219007387,235,884058,106423,audio,169.66.247.154,https://www.phillips.com/,2024-01-01 06:48:53.739372
2561893490610,132,589842,286245,application,61.113.186.209,https://martin-reyes.com/,2024-01-01 06:46:35.769177
7916411677838,498,280047,858082,application,179.180.68.49,https://russell.com/,2024-01-01 06:56:19.360441
8663358238075,578,640212,938679,video,16.97.2.115,https://chapman-harrell.com/,2024-01-01 06:57:37.767259
8627643582370,739,523473,302614,application,18.241.157.216,https://house.net/,2024-01-01 06:48:55.325712
4096720889616,1760,724072,771293,text,163.249.203.228,http://hall.com/,2024-01-01 06:49:17.060757
5660376194015,1685,603971,874335,text,56.4.202.13,http://www.ward-mosley.com/,2024-01-01 06:50:16.677909
4492050467727,600,608451,696229,text,158.128.89.24,https://garcia.info/,2024-01-01 06:42:08.448793
8822904654361,686,426568,878596,audio,137.10.150.165,https://hall-anderson.com/,2024-01-01 06:55:36.745819
2788859644246,782,669407,900744,application,56.206.195.183,http://www.carney.com/,2024-01-01 06:52:03.092414
5353388900867,1502,243877,565401,text,85.136.250.187,http://www.farmer-mcconnell.info/,2024-01-01 06:52:18.438959
